Country,MetricYear,Value,Organism,Drug
Croatia,N_2015,197.0,Acinetobacter spp,aminoglycosides
Lithuania,N_2015,73.0,Acinetobacter spp,aminoglycosides
Estonia,N_2015,2.0,Acinetobacter spp,aminoglycosides
Iceland,N_2015,6.0,Acinetobacter spp,aminoglycosides
Luxembourg,N_2015,8.0,Acinetobacter spp,aminoglycosides
Belgium,%R_2015,0.0,Acinetobacter spp,aminoglycosides
United Kingdom,%R_2015,2.0,Acinetobacter spp,aminoglycosides
Finland,%R_2015,2.4,Acinetobacter spp,aminoglycosides
Ireland,%R_2015,3.8,Acinetobacter spp,aminoglycosides
Sweden,%R_2015,3.8,Acinetobacter spp,aminoglycosides
Denmark,%R_2015,4.8,Acinetobacter spp,aminoglycosides
Germany,%R_2015,5.5,Acinetobacter spp,aminoglycosides
Austria,%R_2015,6.3,Acinetobacter spp,aminoglycosides
Norway,%R_2015,9.4,Acinetobacter spp,aminoglycosides
Netherlands,%R_2015,10.8,Acinetobacter spp,aminoglycosides
France,%R_2015,11.1,Acinetobacter spp,aminoglycosides
Malta,%R_2015,13.3,Acinetobacter spp,aminoglycosides
Czech Republic,%R_2015,15.0,Acinetobacter spp,aminoglycosides
Slovenia,%R_2015,41.9,Acinetobacter spp,aminoglycosides
Slovakia,%R_2015,42.9,Acinetobacter spp,aminoglycosides
Portugal,%R_2015,46.5,Acinetobacter spp,aminoglycosides
Spain,%R_2015,49.0,Acinetobacter spp,aminoglycosides
Latvia,%R_2015,59.0,Acinetobacter spp,aminoglycosides
Hungary,%R_2015,60.6,Acinetobacter spp,aminoglycosides
Poland,%R_2015,70.2,Acinetobacter spp,aminoglycosides
Bulgaria,%R_2015,74.1,Acinetobacter spp,aminoglycosides
Cyprus,%R_2015,74.6,Acinetobacter spp,aminoglycosides
Italy,%R_2015,74.7,Acinetobacter spp,aminoglycosides
Greece,%R_2015,83.7,Acinetobacter spp,aminoglycosides
Croatia,%R_2015,88.3,Acinetobacter spp,aminoglycosides
Lithuania,%R_2015,90.4,Acinetobacter spp,aminoglycosides
Estonia,%R_2015,,Acinetobacter spp,aminoglycosides
Iceland,%R_2015,,Acinetobacter spp,aminoglycosides
Luxembourg,%R_2015,,Acinetobacter spp,aminoglycosides
Belgium,N_2012,,Acinetobacter spp,carbapenems
United Kingdom,N_2012,80.0,Acinetobacter spp,carbapenems
Finland,N_2012,,Acinetobacter spp,carbapenems
Sweden,N_2012,,Acinetobacter spp,carbapenems
Netherlands,N_2012,67.0,Acinetobacter spp,carbapenems
Denmark,N_2012,64.0,Acinetobacter spp,carbapenems
France,N_2012,389.0,Acinetobacter spp,carbapenems
Ireland,N_2012,,Acinetobacter spp,carbapenems
Germany,N_2012,121.0,Acinetobacter spp,carbapenems
Czech Republic,N_2012,,Acinetobacter spp,carbapenems
Austria,N_2012,,Acinetobacter spp,carbapenems
Norway,N_2012,25.0,Acinetobacter spp,carbapenems
Malta,N_2012,6.0,Acinetobacter spp,carbapenems
Slovakia,N_2012,,Acinetobacter spp,carbapenems
Slovenia,N_2012,25.0,Acinetobacter spp,carbapenems
Spain,N_2012,,Acinetobacter spp,carbapenems
Hungary,N_2012,418.0,Acinetobacter spp,carbapenems
Portugal,N_2012,168.0,Acinetobacter spp,carbapenems
Poland,N_2012,212.0,Acinetobacter spp,carbapenems
Latvia,N_2012,,Acinetobacter spp,carbapenems
Bulgaria,N_2012,58.0,Acinetobacter spp,carbapenems
Italy,N_2012,231.0,Acinetobacter spp,carbapenems
Lithuania,N_2012,,Acinetobacter spp,carbapenems
Cyprus,N_2012,23.0,Acinetobacter spp,carbapenems
Croatia,N_2012,,Acinetobacter spp,carbapenems
Greece,N_2012,1254.0,Acinetobacter spp,carbapenems
Estonia,N_2012,,Acinetobacter spp,carbapenems
Iceland,N_2012,2.0,Acinetobacter spp,carbapenems
Luxembourg,N_2012,5.0,Acinetobacter spp,carbapenems
Belgium,%R_2012,,Acinetobacter spp,carbapenems
United Kingdom,%R_2012,2.5,Acinetobacter spp,carbapenems
Finland,%R_2012,,Acinetobacter spp,carbapenems
Sweden,%R_2012,,Acinetobacter spp,carbapenems
Netherlands,%R_2012,6.0,Acinetobacter spp,carbapenems
Denmark,%R_2012,9.4,Acinetobacter spp,carbapenems
France,%R_2012,3.3,Acinetobacter spp,carbapenems
Ireland,%R_2012,,Acinetobacter spp,carbapenems
Germany,%R_2012,6.6,Acinetobacter spp,carbapenems
Czech Republic,%R_2012,,Acinetobacter spp,carbapenems
Austria,%R_2012,,Acinetobacter spp,carbapenems
Norway,%R_2012,0.0,Acinetobacter spp,carbapenems
Malta,%R_2012,,Acinetobacter spp,carbapenems
Slovakia,%R_2012,,Acinetobacter spp,carbapenems
Slovenia,%R_2012,24.0,Acinetobacter spp,carbapenems
Spain,%R_2012,,Acinetobacter spp,carbapenems
Hungary,%R_2012,48.1,Acinetobacter spp,carbapenems
Portugal,%R_2012,79.2,Acinetobacter spp,carbapenems
Poland,%R_2012,38.2,Acinetobacter spp,carbapenems
Latvia,%R_2012,,Acinetobacter spp,carbapenems
Bulgaria,%R_2012,60.3,Acinetobacter spp,carbapenems
Italy,%R_2012,83.1,Acinetobacter spp,carbapenems
Lithuania,%R_2012,,Acinetobacter spp,carbapenems
Cyprus,%R_2012,56.5,Acinetobacter spp,carbapenems
Croatia,%R_2012,,Acinetobacter spp,carbapenems
Greece,%R_2012,87.8,Acinetobacter spp,carbapenems
Estonia,%R_2012,,Acinetobacter spp,carbapenems
Iceland,%R_2012,,Acinetobacter spp,carbapenems
Luxembourg,%R_2012,,Acinetobacter spp,carbapenems
Belgium,N_2013,3.0,Acinetobacter spp,carbapenems
United Kingdom,N_2013,149.0,Acinetobacter spp,carbapenems
Finland,N_2013,35.0,Acinetobacter spp,carbapenems
Sweden,N_2013,72.0,Acinetobacter spp,carbapenems
Netherlands,N_2013,65.0,Acinetobacter spp,carbapenems
Denmark,N_2013,61.0,Acinetobacter spp,carbapenems
France,N_2013,406.0,Acinetobacter spp,carbapenems
Ireland,N_2013,85.0,Acinetobacter spp,carbapenems
Germany,N_2013,180.0,Acinetobacter spp,carbapenems
Czech Republic,N_2013,91.0,Acinetobacter spp,carbapenems
Austria,N_2013,51.0,Acinetobacter spp,carbapenems
Norway,N_2013,36.0,Acinetobacter spp,carbapenems
Malta,N_2013,7.0,Acinetobacter spp,carbapenems
Slovakia,N_2013,142.0,Acinetobacter spp,carbapenems
Slovenia,N_2013,25.0,Acinetobacter spp,carbapenems
Spain,N_2013,95.0,Acinetobacter spp,carbapenems
Hungary,N_2013,481.0,Acinetobacter spp,carbapenems
Portugal,N_2013,229.0,Acinetobacter spp,carbapenems
Poland,N_2013,189.0,Acinetobacter spp,carbapenems
Latvia,N_2013,,Acinetobacter spp,carbapenems
Bulgaria,N_2013,89.0,Acinetobacter spp,carbapenems
Italy,N_2013,468.0,Acinetobacter spp,carbapenems
Lithuania,N_2013,,Acinetobacter spp,carbapenems
Cyprus,N_2013,33.0,Acinetobacter spp,carbapenems
Croatia,N_2013,114.0,Acinetobacter spp,carbapenems
Greece,N_2013,848.0,Acinetobacter spp,carbapenems
Estonia,N_2013,,Acinetobacter spp,carbapenems
Iceland,N_2013,,Acinetobacter spp,carbapenems
Luxembourg,N_2013,1.0,Acinetobacter spp,carbapenems
Belgium,%R_2013,,Acinetobacter spp,carbapenems
United Kingdom,%R_2013,2.0,Acinetobacter spp,carbapenems
Finland,%R_2013,0.0,Acinetobacter spp,carbapenems
Sweden,%R_2013,5.6,Acinetobacter spp,carbapenems
Netherlands,%R_2013,1.5,Acinetobacter spp,carbapenems
Denmark,%R_2013,1.6,Acinetobacter spp,carbapenems
France,%R_2013,5.9,Acinetobacter spp,carbapenems
Ireland,%R_2013,2.4,Acinetobacter spp,carbapenems
Germany,%R_2013,8.9,Acinetobacter spp,carbapenems
Czech Republic,%R_2013,4.4,Acinetobacter spp,carbapenems
Austria,%R_2013,7.8,Acinetobacter spp,carbapenems
Norway,%R_2013,0.0,Acinetobacter spp,carbapenems
Malta,%R_2013,,Acinetobacter spp,carbapenems
Slovakia,%R_2013,45.8,Acinetobacter spp,carbapenems
Slovenia,%R_2013,24.0,Acinetobacter spp,carbapenems
Spain,%R_2013,75.8,Acinetobacter spp,carbapenems
Hungary,%R_2013,50.1,Acinetobacter spp,carbapenems
Portugal,%R_2013,69.0,Acinetobacter spp,carbapenems
Poland,%R_2013,49.7,Acinetobacter spp,carbapenems
Latvia,%R_2013,,Acinetobacter spp,carbapenems
Bulgaria,%R_2013,59.6,Acinetobacter spp,carbapenems
Italy,%R_2013,79.5,Acinetobacter spp,carbapenems
Lithuania,%R_2013,,Acinetobacter spp,carbapenems
Cyprus,%R_2013,60.6,Acinetobacter spp,carbapenems
Croatia,%R_2013,89.5,Acinetobacter spp,carbapenems
Greece,%R_2013,90.6,Acinetobacter spp,carbapenems
Estonia,%R_2013,,Acinetobacter spp,carbapenems
Iceland,%R_2013,,Acinetobacter spp,carbapenems
Luxembourg,%R_2013,,Acinetobacter spp,carbapenems
Belgium,N_2014,4.0,Acinetobacter spp,carbapenems
United Kingdom,N_2014,120.0,Acinetobacter spp,carbapenems
Finland,N_2014,32.0,Acinetobacter spp,carbapenems
Sweden,N_2014,52.0,Acinetobacter spp,carbapenems
Netherlands,N_2014,74.0,Acinetobacter spp,carbapenems
Denmark,N_2014,62.0,Acinetobacter spp,carbapenems
France,N_2014,401.0,Acinetobacter spp,carbapenems
Ireland,N_2014,79.0,Acinetobacter spp,carbapenems
Germany,N_2014,201.0,Acinetobacter spp,carbapenems
Czech Republic,N_2014,59.0,Acinetobacter spp,carbapenems
Austria,N_2014,78.0,Acinetobacter spp,carbapenems
Norway,N_2014,34.0,Acinetobacter spp,carbapenems
Malta,N_2014,10.0,Acinetobacter spp,carbapenems
Slovakia,N_2014,161.0,Acinetobacter spp,carbapenems
Slovenia,N_2014,34.0,Acinetobacter spp,carbapenems
Spain,N_2014,78.0,Acinetobacter spp,carbapenems
Hungary,N_2014,443.0,Acinetobacter spp,carbapenems
Portugal,N_2014,262.0,Acinetobacter spp,carbapenems
Poland,N_2014,189.0,Acinetobacter spp,carbapenems
Latvia,N_2014,52.0,Acinetobacter spp,carbapenems
Bulgaria,N_2014,110.0,Acinetobacter spp,carbapenems
Italy,N_2014,477.0,Acinetobacter spp,carbapenems
Lithuania,N_2014,66.0,Acinetobacter spp,carbapenems
Cyprus,N_2014,58.0,Acinetobacter spp,carbapenems
Croatia,N_2014,166.0,Acinetobacter spp,carbapenems
Greece,N_2014,841.0,Acinetobacter spp,carbapenems
Estonia,N_2014,,Acinetobacter spp,carbapenems
Iceland,N_2014,3.0,Acinetobacter spp,carbapenems
Luxembourg,N_2014,6.0,Acinetobacter spp,carbapenems
Belgium,%R_2014,,Acinetobacter spp,carbapenems
United Kingdom,%R_2014,1.7,Acinetobacter spp,carbapenems
Finland,%R_2014,3.1,Acinetobacter spp,carbapenems
Sweden,%R_2014,3.8,Acinetobacter spp,carbapenems
Netherlands,%R_2014,0.0,Acinetobacter spp,carbapenems
Denmark,%R_2014,1.6,Acinetobacter spp,carbapenems
France,%R_2014,2.5,Acinetobacter spp,carbapenems
Ireland,%R_2014,1.3,Acinetobacter spp,carbapenems
Germany,%R_2014,5.5,Acinetobacter spp,carbapenems
Czech Republic,%R_2014,5.1,Acinetobacter spp,carbapenems
Austria,%R_2014,6.4,Acinetobacter spp,carbapenems
Norway,%R_2014,2.9,Acinetobacter spp,carbapenems
Malta,%R_2014,10.0,Acinetobacter spp,carbapenems
Slovakia,%R_2014,32.9,Acinetobacter spp,carbapenems
Slovenia,%R_2014,26.5,Acinetobacter spp,carbapenems
Spain,%R_2014,65.4,Acinetobacter spp,carbapenems
Hungary,%R_2014,44.5,Acinetobacter spp,carbapenems
Portugal,%R_2014,53.1,Acinetobacter spp,carbapenems
Poland,%R_2014,53.4,Acinetobacter spp,carbapenems
Latvia,%R_2014,78.8,Acinetobacter spp,carbapenems
Bulgaria,%R_2014,59.1,Acinetobacter spp,carbapenems
Italy,%R_2014,89.9,Acinetobacter spp,carbapenems
Lithuania,%R_2014,69.7,Acinetobacter spp,carbapenems
Cyprus,%R_2014,77.6,Acinetobacter spp,carbapenems
Croatia,%R_2014,87.3,Acinetobacter spp,carbapenems
Greece,%R_2014,93.2,Acinetobacter spp,carbapenems
Estonia,%R_2014,,Acinetobacter spp,carbapenems
Iceland,%R_2014,,Acinetobacter spp,carbapenems
Luxembourg,%R_2014,,Acinetobacter spp,carbapenems
Belgium,N_2015,24.0,Acinetobacter spp,carbapenems
United Kingdom,N_2015,132.0,Acinetobacter spp,carbapenems
Finland,N_2015,43.0,Acinetobacter spp,carbapenems
Sweden,N_2015,34.0,Acinetobacter spp,carbapenems
Netherlands,N_2015,73.0,Acinetobacter spp,carbapenems
Denmark,N_2015,65.0,Acinetobacter spp,carbapenems
France,N_2015,428.0,Acinetobacter spp,carbapenems
Ireland,N_2015,84.0,Acinetobacter spp,carbapenems
Germany,N_2015,334.0,Acinetobacter spp,carbapenems
Czech Republic,N_2015,60.0,Acinetobacter spp,carbapenems
Austria,N_2015,64.0,Acinetobacter spp,carbapenems
Norway,N_2015,32.0,Acinetobacter spp,carbapenems
Malta,N_2015,15.0,Acinetobacter spp,carbapenems
Slovakia,N_2015,142.0,Acinetobacter spp,carbapenems
Slovenia,N_2015,31.0,Acinetobacter spp,carbapenems
Spain,N_2015,95.0,Acinetobacter spp,carbapenems
Hungary,N_2015,467.0,Acinetobacter spp,carbapenems
Portugal,N_2015,307.0,Acinetobacter spp,carbapenems
Poland,N_2015,244.0,Acinetobacter spp,carbapenems
Latvia,N_2015,61.0,Acinetobacter spp,carbapenems
Bulgaria,N_2015,130.0,Acinetobacter spp,carbapenems
Italy,N_2015,664.0,Acinetobacter spp,carbapenems
Lithuania,N_2015,73.0,Acinetobacter spp,carbapenems
Cyprus,N_2015,59.0,Acinetobacter spp,carbapenems
Croatia,N_2015,200.0,Acinetobacter spp,carbapenems
Greece,N_2015,983.0,Acinetobacter spp,carbapenems
Estonia,N_2015,3.0,Acinetobacter spp,carbapenems
Iceland,N_2015,6.0,Acinetobacter spp,carbapenems
Luxembourg,N_2015,7.0,Acinetobacter spp,carbapenems
Belgium,%R_2015,0.0,Acinetobacter spp,carbapenems
United Kingdom,%R_2015,0.8,Acinetobacter spp,carbapenems
Finland,%R_2015,2.3,Acinetobacter spp,carbapenems
Sweden,%R_2015,2.9,Acinetobacter spp,carbapenems
Netherlands,%R_2015,4.1,Acinetobacter spp,carbapenems
Denmark,%R_2015,4.6,Acinetobacter spp,carbapenems
France,%R_2015,5.6,Acinetobacter spp,carbapenems
Ireland,%R_2015,6.0,Acinetobacter spp,carbapenems
Germany,%R_2015,6.6,Acinetobacter spp,carbapenems
Czech Republic,%R_2015,6.7,Acinetobacter spp,carbapenems
Austria,%R_2015,9.4,Acinetobacter spp,carbapenems
Norway,%R_2015,9.4,Acinetobacter spp,carbapenems
Malta,%R_2015,13.3,Acinetobacter spp,carbapenems
Slovakia,%R_2015,28.2,Acinetobacter spp,carbapenems
Slovenia,%R_2015,38.7,Acinetobacter spp,carbapenems
Spain,%R_2015,53.7,Acinetobacter spp,carbapenems
Hungary,%R_2015,55.2,Acinetobacter spp,carbapenems
Portugal,%R_2015,57.7,Acinetobacter spp,carbapenems
Poland,%R_2015,65.6,Acinetobacter spp,carbapenems
Latvia,%R_2015,68.9,Acinetobacter spp,carbapenems
Bulgaria,%R_2015,73.8,Acinetobacter spp,carbapenems
Italy,%R_2015,78.3,Acinetobacter spp,carbapenems
Lithuania,%R_2015,80.8,Acinetobacter spp,carbapenems
Cyprus,%R_2015,83.1,Acinetobacter spp,carbapenems
Croatia,%R_2015,89.0,Acinetobacter spp,carbapenems
Greece,%R_2015,93.5,Acinetobacter spp,carbapenems
Estonia,%R_2015,,Acinetobacter spp,carbapenems
Iceland,%R_2015,,Acinetobacter spp,carbapenems
Luxembourg,%R_2015,,Acinetobacter spp,carbapenems
Belgium,N_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
United Kingdom,N_2012,79.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Ireland,N_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Finland,N_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Denmark,N_2012,58.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Germany,N_2012,119.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Sweden,N_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Netherlands,N_2012,10.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Austria,N_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Czech Republic,N_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
France,N_2012,272.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Malta,N_2012,5.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Norway,N_2012,25.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Slovakia,N_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Slovenia,N_2012,25.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Spain,N_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Portugal,N_2012,168.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Latvia,N_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Hungary,N_2012,394.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Poland,N_2012,206.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Bulgaria,N_2012,58.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Italy,N_2012,217.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Cyprus,N_2012,23.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Lithuania,N_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Greece,N_2012,1203.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Croatia,N_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Iceland,N_2012,2.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Luxembourg,N_2012,5.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Estonia,N_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Belgium,%R_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
United Kingdom,%R_2012,1.3,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Ireland,%R_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Finland,%R_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Denmark,%R_2012,8.6,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Germany,%R_2012,4.2,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Sweden,%R_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Netherlands,%R_2012,0.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Austria,%R_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Czech Republic,%R_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
France,%R_2012,4.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Malta,%R_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Norway,%R_2012,0.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Slovakia,%R_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Slovenia,%R_2012,12.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Spain,%R_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Portugal,%R_2012,64.3,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Latvia,%R_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Hungary,%R_2012,41.6,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Poland,%R_2012,36.9,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Bulgaria,%R_2012,32.8,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Italy,%R_2012,77.4,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Cyprus,%R_2012,47.8,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Lithuania,%R_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Greece,%R_2012,74.5,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Croatia,%R_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Iceland,%R_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Luxembourg,%R_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Estonia,%R_2012,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Belgium,N_2013,1.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
United Kingdom,N_2013,149.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Ireland,N_2013,84.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Finland,N_2013,34.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Denmark,N_2013,57.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Germany,N_2013,174.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Sweden,N_2013,71.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Netherlands,N_2013,64.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Austria,N_2013,51.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Czech Republic,N_2013,91.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
France,N_2013,389.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Malta,N_2013,7.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Norway,N_2013,36.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Slovakia,N_2013,141.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Slovenia,N_2013,25.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Spain,N_2013,71.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Portugal,N_2013,222.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Latvia,N_2013,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Hungary,N_2013,465.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Poland,N_2013,184.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Bulgaria,N_2013,86.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Italy,N_2013,444.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Cyprus,N_2013,33.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Lithuania,N_2013,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Greece,N_2013,809.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Croatia,N_2013,111.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Iceland,N_2013,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Luxembourg,N_2013,1.0,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Estonia,N_2013,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Belgium,%R_2013,,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
United Kingdom,%R_2013,1.3,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
