Country,Value,Metric,Year,Organism,Drug
Croatia,197.0,N,2015,Acinetobacter spp,aminoglycosides
Lithuania,73.0,N,2015,Acinetobacter spp,aminoglycosides
Estonia,2.0,N,2015,Acinetobacter spp,aminoglycosides
Iceland,6.0,N,2015,Acinetobacter spp,aminoglycosides
Luxembourg,8.0,N,2015,Acinetobacter spp,aminoglycosides
Belgium,0.0,%R,2015,Acinetobacter spp,aminoglycosides
United Kingdom,2.0,%R,2015,Acinetobacter spp,aminoglycosides
Finland,2.4,%R,2015,Acinetobacter spp,aminoglycosides
Ireland,3.8,%R,2015,Acinetobacter spp,aminoglycosides
Sweden,3.8,%R,2015,Acinetobacter spp,aminoglycosides
Denmark,4.8,%R,2015,Acinetobacter spp,aminoglycosides
Germany,5.5,%R,2015,Acinetobacter spp,aminoglycosides
Austria,6.3,%R,2015,Acinetobacter spp,aminoglycosides
Norway,9.4,%R,2015,Acinetobacter spp,aminoglycosides
Netherlands,10.8,%R,2015,Acinetobacter spp,aminoglycosides
France,11.1,%R,2015,Acinetobacter spp,aminoglycosides
Malta,13.3,%R,2015,Acinetobacter spp,aminoglycosides
Czech Republic,15.0,%R,2015,Acinetobacter spp,aminoglycosides
Slovenia,41.9,%R,2015,Acinetobacter spp,aminoglycosides
Slovakia,42.9,%R,2015,Acinetobacter spp,aminoglycosides
Portugal,46.5,%R,2015,Acinetobacter spp,aminoglycosides
Spain,49.0,%R,2015,Acinetobacter spp,aminoglycosides
Latvia,59.0,%R,2015,Acinetobacter spp,aminoglycosides
Hungary,60.6,%R,2015,Acinetobacter spp,aminoglycosides
Poland,70.2,%R,2015,Acinetobacter spp,aminoglycosides
Bulgaria,74.1,%R,2015,Acinetobacter spp,aminoglycosides
Cyprus,74.6,%R,2015,Acinetobacter spp,aminoglycosides
Italy,74.7,%R,2015,Acinetobacter spp,aminoglycosides
Greece,83.7,%R,2015,Acinetobacter spp,aminoglycosides
Croatia,88.3,%R,2015,Acinetobacter spp,aminoglycosides
Lithuania,90.4,%R,2015,Acinetobacter spp,aminoglycosides
Estonia,,%R,2015,Acinetobacter spp,aminoglycosides
Iceland,,%R,2015,Acinetobacter spp,aminoglycosides
Luxembourg,,%R,2015,Acinetobacter spp,aminoglycosides
Belgium,,N,2012,Acinetobacter spp,carbapenems
United Kingdom,80.0,N,2012,Acinetobacter spp,carbapenems
Finland,,N,2012,Acinetobacter spp,carbapenems
Sweden,,N,2012,Acinetobacter spp,carbapenems
Netherlands,67.0,N,2012,Acinetobacter spp,carbapenems
Denmark,64.0,N,2012,Acinetobacter spp,carbapenems
France,389.0,N,2012,Acinetobacter spp,carbapenems
Ireland,,N,2012,Acinetobacter spp,carbapenems
Germany,121.0,N,2012,Acinetobacter spp,carbapenems
Czech Republic,,N,2012,Acinetobacter spp,carbapenems
Austria,,N,2012,Acinetobacter spp,carbapenems
Norway,25.0,N,2012,Acinetobacter spp,carbapenems
Malta,6.0,N,2012,Acinetobacter spp,carbapenems
Slovakia,,N,2012,Acinetobacter spp,carbapenems
Slovenia,25.0,N,2012,Acinetobacter spp,carbapenems
Spain,,N,2012,Acinetobacter spp,carbapenems
Hungary,418.0,N,2012,Acinetobacter spp,carbapenems
Portugal,168.0,N,2012,Acinetobacter spp,carbapenems
Poland,212.0,N,2012,Acinetobacter spp,carbapenems
Latvia,,N,2012,Acinetobacter spp,carbapenems
Bulgaria,58.0,N,2012,Acinetobacter spp,carbapenems
Italy,231.0,N,2012,Acinetobacter spp,carbapenems
Lithuania,,N,2012,Acinetobacter spp,carbapenems
Cyprus,23.0,N,2012,Acinetobacter spp,carbapenems
Croatia,,N,2012,Acinetobacter spp,carbapenems
Greece,1254.0,N,2012,Acinetobacter spp,carbapenems
Estonia,,N,2012,Acinetobacter spp,carbapenems
Iceland,2.0,N,2012,Acinetobacter spp,carbapenems
Luxembourg,5.0,N,2012,Acinetobacter spp,carbapenems
Belgium,,%R,2012,Acinetobacter spp,carbapenems
United Kingdom,2.5,%R,2012,Acinetobacter spp,carbapenems
Finland,,%R,2012,Acinetobacter spp,carbapenems
Sweden,,%R,2012,Acinetobacter spp,carbapenems
Netherlands,6.0,%R,2012,Acinetobacter spp,carbapenems
Denmark,9.4,%R,2012,Acinetobacter spp,carbapenems
France,3.3,%R,2012,Acinetobacter spp,carbapenems
Ireland,,%R,2012,Acinetobacter spp,carbapenems
Germany,6.6,%R,2012,Acinetobacter spp,carbapenems
Czech Republic,,%R,2012,Acinetobacter spp,carbapenems
Austria,,%R,2012,Acinetobacter spp,carbapenems
Norway,0.0,%R,2012,Acinetobacter spp,carbapenems
Malta,,%R,2012,Acinetobacter spp,carbapenems
Slovakia,,%R,2012,Acinetobacter spp,carbapenems
Slovenia,24.0,%R,2012,Acinetobacter spp,carbapenems
Spain,,%R,2012,Acinetobacter spp,carbapenems
Hungary,48.1,%R,2012,Acinetobacter spp,carbapenems
Portugal,79.2,%R,2012,Acinetobacter spp,carbapenems
Poland,38.2,%R,2012,Acinetobacter spp,carbapenems
Latvia,,%R,2012,Acinetobacter spp,carbapenems
Bulgaria,60.3,%R,2012,Acinetobacter spp,carbapenems
Italy,83.1,%R,2012,Acinetobacter spp,carbapenems
Lithuania,,%R,2012,Acinetobacter spp,carbapenems
Cyprus,56.5,%R,2012,Acinetobacter spp,carbapenems
Croatia,,%R,2012,Acinetobacter spp,carbapenems
Greece,87.8,%R,2012,Acinetobacter spp,carbapenems
Estonia,,%R,2012,Acinetobacter spp,carbapenems
Iceland,,%R,2012,Acinetobacter spp,carbapenems
Luxembourg,,%R,2012,Acinetobacter spp,carbapenems
Belgium,3.0,N,2013,Acinetobacter spp,carbapenems
United Kingdom,149.0,N,2013,Acinetobacter spp,carbapenems
Finland,35.0,N,2013,Acinetobacter spp,carbapenems
Sweden,72.0,N,2013,Acinetobacter spp,carbapenems
Netherlands,65.0,N,2013,Acinetobacter spp,carbapenems
Denmark,61.0,N,2013,Acinetobacter spp,carbapenems
France,406.0,N,2013,Acinetobacter spp,carbapenems
Ireland,85.0,N,2013,Acinetobacter spp,carbapenems
Germany,180.0,N,2013,Acinetobacter spp,carbapenems
Czech Republic,91.0,N,2013,Acinetobacter spp,carbapenems
Austria,51.0,N,2013,Acinetobacter spp,carbapenems
Norway,36.0,N,2013,Acinetobacter spp,carbapenems
Malta,7.0,N,2013,Acinetobacter spp,carbapenems
Slovakia,142.0,N,2013,Acinetobacter spp,carbapenems
Slovenia,25.0,N,2013,Acinetobacter spp,carbapenems
Spain,95.0,N,2013,Acinetobacter spp,carbapenems
Hungary,481.0,N,2013,Acinetobacter spp,carbapenems
Portugal,229.0,N,2013,Acinetobacter spp,carbapenems
Poland,189.0,N,2013,Acinetobacter spp,carbapenems
Latvia,,N,2013,Acinetobacter spp,carbapenems
Bulgaria,89.0,N,2013,Acinetobacter spp,carbapenems
Italy,468.0,N,2013,Acinetobacter spp,carbapenems
Lithuania,,N,2013,Acinetobacter spp,carbapenems
Cyprus,33.0,N,2013,Acinetobacter spp,carbapenems
Croatia,114.0,N,2013,Acinetobacter spp,carbapenems
Greece,848.0,N,2013,Acinetobacter spp,carbapenems
Estonia,,N,2013,Acinetobacter spp,carbapenems
Iceland,,N,2013,Acinetobacter spp,carbapenems
Luxembourg,1.0,N,2013,Acinetobacter spp,carbapenems
Belgium,,%R,2013,Acinetobacter spp,carbapenems
United Kingdom,2.0,%R,2013,Acinetobacter spp,carbapenems
Finland,0.0,%R,2013,Acinetobacter spp,carbapenems
Sweden,5.6,%R,2013,Acinetobacter spp,carbapenems
Netherlands,1.5,%R,2013,Acinetobacter spp,carbapenems
Denmark,1.6,%R,2013,Acinetobacter spp,carbapenems
France,5.9,%R,2013,Acinetobacter spp,carbapenems
Ireland,2.4,%R,2013,Acinetobacter spp,carbapenems
Germany,8.9,%R,2013,Acinetobacter spp,carbapenems
Czech Republic,4.4,%R,2013,Acinetobacter spp,carbapenems
Austria,7.8,%R,2013,Acinetobacter spp,carbapenems
Norway,0.0,%R,2013,Acinetobacter spp,carbapenems
Malta,,%R,2013,Acinetobacter spp,carbapenems
Slovakia,45.8,%R,2013,Acinetobacter spp,carbapenems
Slovenia,24.0,%R,2013,Acinetobacter spp,carbapenems
Spain,75.8,%R,2013,Acinetobacter spp,carbapenems
Hungary,50.1,%R,2013,Acinetobacter spp,carbapenems
Portugal,69.0,%R,2013,Acinetobacter spp,carbapenems
Poland,49.7,%R,2013,Acinetobacter spp,carbapenems
Latvia,,%R,2013,Acinetobacter spp,carbapenems
Bulgaria,59.6,%R,2013,Acinetobacter spp,carbapenems
Italy,79.5,%R,2013,Acinetobacter spp,carbapenems
Lithuania,,%R,2013,Acinetobacter spp,carbapenems
Cyprus,60.6,%R,2013,Acinetobacter spp,carbapenems
Croatia,89.5,%R,2013,Acinetobacter spp,carbapenems
Greece,90.6,%R,2013,Acinetobacter spp,carbapenems
Estonia,,%R,2013,Acinetobacter spp,carbapenems
Iceland,,%R,2013,Acinetobacter spp,carbapenems
Luxembourg,,%R,2013,Acinetobacter spp,carbapenems
Belgium,4.0,N,2014,Acinetobacter spp,carbapenems
United Kingdom,120.0,N,2014,Acinetobacter spp,carbapenems
Finland,32.0,N,2014,Acinetobacter spp,carbapenems
Sweden,52.0,N,2014,Acinetobacter spp,carbapenems
Netherlands,74.0,N,2014,Acinetobacter spp,carbapenems
Denmark,62.0,N,2014,Acinetobacter spp,carbapenems
France,401.0,N,2014,Acinetobacter spp,carbapenems
Ireland,79.0,N,2014,Acinetobacter spp,carbapenems
Germany,201.0,N,2014,Acinetobacter spp,carbapenems
Czech Republic,59.0,N,2014,Acinetobacter spp,carbapenems
Austria,78.0,N,2014,Acinetobacter spp,carbapenems
Norway,34.0,N,2014,Acinetobacter spp,carbapenems
Malta,10.0,N,2014,Acinetobacter spp,carbapenems
Slovakia,161.0,N,2014,Acinetobacter spp,carbapenems
Slovenia,34.0,N,2014,Acinetobacter spp,carbapenems
Spain,78.0,N,2014,Acinetobacter spp,carbapenems
Hungary,443.0,N,2014,Acinetobacter spp,carbapenems
Portugal,262.0,N,2014,Acinetobacter spp,carbapenems
Poland,189.0,N,2014,Acinetobacter spp,carbapenems
Latvia,52.0,N,2014,Acinetobacter spp,carbapenems
Bulgaria,110.0,N,2014,Acinetobacter spp,carbapenems
Italy,477.0,N,2014,Acinetobacter spp,carbapenems
Lithuania,66.0,N,2014,Acinetobacter spp,carbapenems
Cyprus,58.0,N,2014,Acinetobacter spp,carbapenems
Croatia,166.0,N,2014,Acinetobacter spp,carbapenems
Greece,841.0,N,2014,Acinetobacter spp,carbapenems
Estonia,,N,2014,Acinetobacter spp,carbapenems
Iceland,3.0,N,2014,Acinetobacter spp,carbapenems
Luxembourg,6.0,N,2014,Acinetobacter spp,carbapenems
Belgium,,%R,2014,Acinetobacter spp,carbapenems
United Kingdom,1.7,%R,2014,Acinetobacter spp,carbapenems
Finland,3.1,%R,2014,Acinetobacter spp,carbapenems
Sweden,3.8,%R,2014,Acinetobacter spp,carbapenems
Netherlands,0.0,%R,2014,Acinetobacter spp,carbapenems
Denmark,1.6,%R,2014,Acinetobacter spp,carbapenems
France,2.5,%R,2014,Acinetobacter spp,carbapenems
Ireland,1.3,%R,2014,Acinetobacter spp,carbapenems
Germany,5.5,%R,2014,Acinetobacter spp,carbapenems
Czech Republic,5.1,%R,2014,Acinetobacter spp,carbapenems
Austria,6.4,%R,2014,Acinetobacter spp,carbapenems
Norway,2.9,%R,2014,Acinetobacter spp,carbapenems
Malta,10.0,%R,2014,Acinetobacter spp,carbapenems
Slovakia,32.9,%R,2014,Acinetobacter spp,carbapenems
Slovenia,26.5,%R,2014,Acinetobacter spp,carbapenems
Spain,65.4,%R,2014,Acinetobacter spp,carbapenems
Hungary,44.5,%R,2014,Acinetobacter spp,carbapenems
Portugal,53.1,%R,2014,Acinetobacter spp,carbapenems
Poland,53.4,%R,2014,Acinetobacter spp,carbapenems
Latvia,78.8,%R,2014,Acinetobacter spp,carbapenems
Bulgaria,59.1,%R,2014,Acinetobacter spp,carbapenems
Italy,89.9,%R,2014,Acinetobacter spp,carbapenems
Lithuania,69.7,%R,2014,Acinetobacter spp,carbapenems
Cyprus,77.6,%R,2014,Acinetobacter spp,carbapenems
Croatia,87.3,%R,2014,Acinetobacter spp,carbapenems
Greece,93.2,%R,2014,Acinetobacter spp,carbapenems
Estonia,,%R,2014,Acinetobacter spp,carbapenems
Iceland,,%R,2014,Acinetobacter spp,carbapenems
Luxembourg,,%R,2014,Acinetobacter spp,carbapenems
Belgium,24.0,N,2015,Acinetobacter spp,carbapenems
United Kingdom,132.0,N,2015,Acinetobacter spp,carbapenems
Finland,43.0,N,2015,Acinetobacter spp,carbapenems
Sweden,34.0,N,2015,Acinetobacter spp,carbapenems
Netherlands,73.0,N,2015,Acinetobacter spp,carbapenems
Denmark,65.0,N,2015,Acinetobacter spp,carbapenems
France,428.0,N,2015,Acinetobacter spp,carbapenems
Ireland,84.0,N,2015,Acinetobacter spp,carbapenems
Germany,334.0,N,2015,Acinetobacter spp,carbapenems
Czech Republic,60.0,N,2015,Acinetobacter spp,carbapenems
Austria,64.0,N,2015,Acinetobacter spp,carbapenems
Norway,32.0,N,2015,Acinetobacter spp,carbapenems
Malta,15.0,N,2015,Acinetobacter spp,carbapenems
Slovakia,142.0,N,2015,Acinetobacter spp,carbapenems
Slovenia,31.0,N,2015,Acinetobacter spp,carbapenems
Spain,95.0,N,2015,Acinetobacter spp,carbapenems
Hungary,467.0,N,2015,Acinetobacter spp,carbapenems
Portugal,307.0,N,2015,Acinetobacter spp,carbapenems
Poland,244.0,N,2015,Acinetobacter spp,carbapenems
Latvia,61.0,N,2015,Acinetobacter spp,carbapenems
Bulgaria,130.0,N,2015,Acinetobacter spp,carbapenems
Italy,664.0,N,2015,Acinetobacter spp,carbapenems
Lithuania,73.0,N,2015,Acinetobacter spp,carbapenems
Cyprus,59.0,N,2015,Acinetobacter spp,carbapenems
Croatia,200.0,N,2015,Acinetobacter spp,carbapenems
Greece,983.0,N,2015,Acinetobacter spp,carbapenems
Estonia,3.0,N,2015,Acinetobacter spp,carbapenems
Iceland,6.0,N,2015,Acinetobacter spp,carbapenems
Luxembourg,7.0,N,2015,Acinetobacter spp,carbapenems
Belgium,0.0,%R,2015,Acinetobacter spp,carbapenems
United Kingdom,0.8,%R,2015,Acinetobacter spp,carbapenems
Finland,2.3,%R,2015,Acinetobacter spp,carbapenems
Sweden,2.9,%R,2015,Acinetobacter spp,carbapenems
Netherlands,4.1,%R,2015,Acinetobacter spp,carbapenems
Denmark,4.6,%R,2015,Acinetobacter spp,carbapenems
France,5.6,%R,2015,Acinetobacter spp,carbapenems
Ireland,6.0,%R,2015,Acinetobacter spp,carbapenems
Germany,6.6,%R,2015,Acinetobacter spp,carbapenems
Czech Republic,6.7,%R,2015,Acinetobacter spp,carbapenems
Austria,9.4,%R,2015,Acinetobacter spp,carbapenems
Norway,9.4,%R,2015,Acinetobacter spp,carbapenems
Malta,13.3,%R,2015,Acinetobacter spp,carbapenems
Slovakia,28.2,%R,2015,Acinetobacter spp,carbapenems
Slovenia,38.7,%R,2015,Acinetobacter spp,carbapenems
Spain,53.7,%R,2015,Acinetobacter spp,carbapenems
Hungary,55.2,%R,2015,Acinetobacter spp,carbapenems
Portugal,57.7,%R,2015,Acinetobacter spp,carbapenems
Poland,65.6,%R,2015,Acinetobacter spp,carbapenems
Latvia,68.9,%R,2015,Acinetobacter spp,carbapenems
Bulgaria,73.8,%R,2015,Acinetobacter spp,carbapenems
Italy,78.3,%R,2015,Acinetobacter spp,carbapenems
Lithuania,80.8,%R,2015,Acinetobacter spp,carbapenems
Cyprus,83.1,%R,2015,Acinetobacter spp,carbapenems
Croatia,89.0,%R,2015,Acinetobacter spp,carbapenems
Greece,93.5,%R,2015,Acinetobacter spp,carbapenems
Estonia,,%R,2015,Acinetobacter spp,carbapenems
Iceland,,%R,2015,Acinetobacter spp,carbapenems
Luxembourg,,%R,2015,Acinetobacter spp,carbapenems
Belgium,,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
United Kingdom,79.0,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Ireland,,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Finland,,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Denmark,58.0,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Germany,119.0,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Sweden,,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Netherlands,10.0,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Austria,,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Czech Republic,,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
France,272.0,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Malta,5.0,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Norway,25.0,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Slovakia,,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Slovenia,25.0,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Spain,,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Portugal,168.0,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Latvia,,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Hungary,394.0,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Poland,206.0,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Bulgaria,58.0,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Italy,217.0,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Cyprus,23.0,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Lithuania,,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Greece,1203.0,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Croatia,,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Iceland,2.0,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Luxembourg,5.0,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Estonia,,N,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Belgium,,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
United Kingdom,1.3,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Ireland,,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Finland,,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Denmark,8.6,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Germany,4.2,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Sweden,,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Netherlands,0.0,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Austria,,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Czech Republic,,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
France,4.0,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Malta,,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Norway,0.0,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Slovakia,,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Slovenia,12.0,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Spain,,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Portugal,64.3,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Latvia,,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Hungary,41.6,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Poland,36.9,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Bulgaria,32.8,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Italy,77.4,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Cyprus,47.8,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Lithuania,,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Greece,74.5,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Croatia,,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Iceland,,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Luxembourg,,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Estonia,,%R,2012,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Belgium,1.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
United Kingdom,149.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Ireland,84.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Finland,34.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Denmark,57.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Germany,174.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Sweden,71.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Netherlands,64.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Austria,51.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Czech Republic,91.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
France,389.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Malta,7.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Norway,36.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Slovakia,141.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Slovenia,25.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Spain,71.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Portugal,222.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Latvia,,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Hungary,465.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Poland,184.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Bulgaria,86.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Italy,444.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Cyprus,33.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Lithuania,,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Greece,809.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Croatia,111.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Iceland,,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Luxembourg,1.0,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Estonia,,N,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
Belgium,,%R,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
United Kingdom,1.3,%R,2013,Acinetobacter spp,"fluoroquinolones, aminoglycosides and carbapenems"
